LocationID,State,County,City,FacilityName,Latitude,Longitude
0J0,AL,HENRY,ABBEVILLE,ABBEVILLE MUNI,31.60022222,-85.23830833
2A8,AL,WINSTON,ADDISON,ADDISON MUNI,34.21714167,-87.15815833
EET,AL,SHELBY,ALABASTER,SHELBY COUNTY,33.17777778,-86.78322222
8A0,AL,MARSHALL,ALBERTVILLE,ALBERTVILLE RGNL-THOMAS J BRUMLIK FLD,34.22911111,-86.25575
ALX,AL,TALLAPOOSA,ALEXANDER CITY,THOMAS C RUSSELL FLD,32.91475,-85.96294444
AIV,AL,PICKENS,ALICEVILLE,GEORGE DOWNER,33.10674444,-88.197175
79J,AL,COVINGTON,ANDALUSIA/OPP,SOUTH ALABAMA RGNL AT BILL BENTON FIELD,31.30836111,-86.39222222
ANB,AL,CALHOUN,ANNISTON,ANNISTON RGNL,33.58816667,-85.85811111
1M3,AL,LIMESTONE,ARDMORE,ARDMORE,34.97908333,-86.88327778
26A,AL,CLAY,ASHLAND/LINEVILLE,ASHLAND/LINEVILLE,33.28419722,-85.80896528
0R1,AL,ESCAMBIA,ATMORE,ATMORE MUNI,31.01622222,-87.44675
AUO,AL,LEE,AUBURN,AUBURN UNIVERSITY RGNL,32.61511111,-85.434
1R8,AL,BALDWIN,BAY MINETTE,BAY MINETTE MUNI,30.87033333,-87.81933333
5R7,AL,MOBILE,BAYOU LA BATRE,ROY E RAY,30.45525,-88.21119444
EKY,AL,JEFFERSON,BESSEMER,BESSEMER,33.31261111,-86.92630556
BHM,AL,JEFFERSON,BIRMINGHAM,BIRMINGHAM-SHUTTLESWORTH INTL,33.56388889,-86.75230556
12J,AL,ESCAMBIA,BREWTON,BREWTON MUNI,31.05083333,-87.06597222
09A,AL,CHOCTAW,BUTLER,BUTLER-CHOCTAW COUNTY,32.11930556,-88.12747222
61A,AL,WILCOX,CAMDEN,CAMDEN MUNI,31.97975,-87.33911111
PYP,AL,CHEROKEE,CENTRE,CENTRE-PIEDMONT-CHEROKEE COUNTY RGNL,34.08991667,-85.61008333
0A8,AL,BIBB,CENTREVILLE,BIBB COUNTY,32.93693889,-87.09054722
5R1,AL,WASHINGTON,CHATOM,ROY WILCOX,31.45166689,-88.19442664
02A,AL,CHILTON,CLANTON,CHILTON COUNTY,32.85048447,-86.61143247
11A,AL,BARBOUR,CLAYTON,CLAYTON MUNI,31.88333333,-85.48522222
9A4,AL,LAWRENCE,COURTLAND,COURTLAND,34.65941667,-87.34891667
15A,AL,MOBILE,CREOLA,MARK REYNOLDS/NORTH MOBILE COUNTY,30.90913889,-87.99633333
CMD,AL,CULLMAN,CULLMAN,CULLMAN RGNL-FOLSOM FIELD,34.26869444,-86.85802778
4R9,AL,MOBILE,DAUPHIN ISLAND,JEREMIAH DENTON,30.26049167,-88.12747222
DCU,AL,LIMESTONE,DECATUR,PRYOR FIELD RGNL,34.65405556,-86.94536111
DYA,AL,MARENGO,DEMOPOLIS,DEMOPOLIS RGNL,32.46383333,-87.95405556
DHN,AL,DALE,DOTHAN,DOTHAN RGNL,31.32102778,-85.44947222
3M2,AL,WINSTON,DOUBLE SPRINGS,DOUBLE SPRINGS-WINSTON COUNTY,34.14430556,-87.32775
14J,AL,COFFEE,ELBA,CARL FOLSOM,31.41004167,-86.09033611
EDN,AL,COFFEE,ENTERPRISE,ENTERPRISE MUNI,31.29972222,-85.89983333
EUF,AL,BARBOUR,EUFAULA,WEEDON FIELD,31.95130556,-85.12891667
3A7,AL,GREENE,EUTAW,EUTAW MUNI,32.82041667,-87.86508333
GZH,AL,CONECUH,EVERGREEN,MIDDLETON FIELD,31.415,-87.04336111
CQF,AL,BALDWIN,FAIRHOPE,H L SONNY CALLAHAN,30.4605,-87.87702778
M95,AL,FAYETTE,FAYETTE,RICHARD ARTHUR FIELD,33.70910525,-87.81520892
0J4,AL,COVINGTON,FLORALA,FLORALA MUNI,31.04247361,-86.31156111
5R4,AL,BALDWIN,FOLEY,FOLEY MUNI,30.42766667,-87.70097222
67A,AL,LOWNDES,FORT DEPOSIT,FORT DEPOSIT-LOWNDES COUNTY,31.97237083,-86.59164139
4A9,AL,DE KALB,FORT PAYNE,ISBELL FIELD,34.47369444,-85.72138889
GAD,AL,ETOWAH,GADSDEN,NORTHEAST ALABAMA RGNL,33.97264886,-86.08908344
33J,AL,GENEVA,GENEVA,GENEVA MUNI,31.052625,-85.86894444
7A0,AL,HALE,GREENSBORO,GREENSBORO MUNI,32.68147222,-87.66208333
PRN,AL,BUTLER,GREENVILLE,MAC CRENSHAW MEMORIAL,31.84569444,-86.61075
3A0,AL,CLARKE,GROVE HILL,GROVE HILL MUNI,31.68932389,-87.7613875
JKA,AL,BALDWIN,GULF SHORES,JACK EDWARDS,30.28963889,-87.67177778
8A1,AL,MARSHALL,GUNTERSVILLE,GUNTERSVILLE MUNI - JOE STARNES FIELD,34.40172186,-86.26577872
1M4,AL,WINSTON,HALEYVILLE,POSEY FIELD,34.28033333,-87.60041667
HAB,AL,MARION,HAMILTON,MARION COUNTY-RANKIN FITE,34.11694444,-87.99822222
5M0,AL,MORGAN,HARTSELLE,HARTSELLE-MORGAN COUNTY REGIONAL,34.40822222,-86.93294444
M38,AL,MADISON,HAZEL GREEN,HAZEL GREEN,34.916,-86.64711111
0J6,AL,HENRY,HEADLAND,HEADLAND MUNI,31.36413889,-85.31252778
MDQ,AL,MADISON,HUNTSVILLE,HUNTSVILLE EXECUTIVE AIRPORT TOM SHARP JR ,34.85936111,-86.55752778
HSV,AL,MADISON,HUNTSVILLE,HUNTSVILLE INTL-CARL T JONES FIELD,34.63719444,-86.77505556
3M5,AL,MADISON,HUNTSVILLE,MOONTOWN,34.74736111,-86.46097222
4R3,AL,CLARKE,JACKSON,JACKSON MUNI,31.47055972,-87.89590139
JFX,AL,WALKER,JASPER,WALKER COUNTY-BEVILL FIELD,33.902,-87.31383333
7A3,AL,CHAMBERS,LANETT,LANETT MUNI,32.81191889,-85.22964764
04A,AL,CRENSHAW,LUVERNE,FRANK SIKES,31.73638694,-86.26245464
A08,AL,PERRY,MARION,VAIDEN FIELD,32.5105,-87.38477778
BFM,AL,MOBILE,MOBILE,MOBILE DOWNTOWN,30.62677778,-88.06808333
MOB,AL,MOBILE,MOBILE,MOBILE RGNL,30.69141667,-88.24283333
MVC,AL,MONROE,MONROEVILLE,MONROE COUNTY,31.45805556,-87.35102778
MGM,AL,MONTGOMERY,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FIELD),32.30063889,-86.39397222
MSL,AL,COLBERT,MUSCLE SHOALS,NORTHWEST ALABAMA RGNL,34.74530556,-87.61022222
20A,AL,BLOUNT,ONEONTA,ROBBINS FIELD,33.97127778,-86.38038889
71J,AL,DALE,OZARK,BLACKWELL FIELD,31.431812,-85.62053392
PLR,AL,ST CLAIR,PELL CITY,ST CLAIR COUNTY,33.55883333,-86.24905556
1A9,AL,AUTAUGA,PRATTVILLE,PRATTVILLE - GROUBY FIELD,32.43872222,-86.51269444
3M8,AL,PICKENS,REFORM,NORTH PICKENS,33.38675278,-88.00657917
7A5,AL,RANDOLPH,ROANOKE,ROANOKE MUNI,33.12967778,-85.37221528
M22,AL,FRANKLIN,RUSSELLVILLE,BILL PUGH FIELD,34.44508333,-87.71163889
1A4,AL,GENEVA,SAMSON,LOGAN FIELD,31.10370278,-86.0626
4A6,AL,JACKSON,SCOTTSBORO,SCOTTSBORO MUNI-WORD FIELD,34.68869444,-86.00594444
SEM,AL,DALLAS,SELMA,CRAIG FIELD,32.34394667,-86.98780556
2R5,AL,MOBILE,ST ELMO,ST ELMO,30.50191667,-88.27511111
7A6,AL,JACKSON,STEVENSON,STEVENSON,34.88627639,-85.80328889
SCD,AL,TALLADEGA,SYLACAUGA,MERKEL FIELD SYLACAUGA MUNI,33.17183333,-86.30552778
ASN,AL,TALLADEGA,TALLADEGA,TALLADEGA MUNI,33.56950417,-86.05120139
41A,AL,TALLAPOOSA,TALLASSEE,REEVES,32.51494444,-85.87619444
TOI,AL,PIKE,TROY,TROY MUNI AIRPORT AT N KENNETH CAMPBELL FI,31.86,-86.01388889
TCL,AL,TUSCALOOSA,TUSCALOOSA,TUSCALOOSA RGNL,33.22062753,-87.6114015
06A,AL,MACON,TUSKEGEE,MOTON FIELD MUNI,32.46047222,-85.68002778
07A,AL,BULLOCK,UNION SPRINGS,FRANKLIN FIELD,32.16681389,-85.809675
M55,AL,LAMAR,VERNON,LAMAR COUNTY,33.84671889,-88.11547583
08A,AL,ELMORE,WETUMPKA,WETUMPKA MUNI,32.52762589,-86.33084806
M73,AR,ARKANSAS,ALMYRA,ALMYRA MUNI,34.41247464,-91.46529467
ADF,AR,CLARK,ARKADELPHIA,DEXTER B FLORENCE MEMORIAL FIELD,34.09980556,-93.06608333
CVK,AR,SHARP,ASH FLAT,SHARP COUNTY RGNL,36.26488889,-91.56266667
M60,AR,WOODRUFF,AUGUSTA,WOODRUFF COUNTY,35.27190556,-91.27033056
M74,AR,WHITE,BALD KNOB,BALD KNOB MUNI,35.29947222,-91.55769444
BVX,AR,INDEPENDENCE,BATESVILLE,BATESVILLE RGNL,35.72622222,-91.64744444
SUZ,AR,SALINE,BENTON,SALINE COUNTY RGNL,34.59039964,-92.47943597
VBT,AR,BENTON,BENTONVILLE,BENTONVILLE MUNI/LOUISE M THADEN FIELD,36.34525,-94.21933333
4M1,AR,CARROLL,BERRYVILLE,CARROLL COUNTY,36.38133333,-93.62455556
BYH,AR,MISSISSIPPI,BLYTHEVILLE,ARKANSAS INTL,35.96433333,-89.94394444
HKA,AR,MISSISSIPPI,BLYTHEVILLE,BLYTHEVILLE MUNI,35.94041667,-89.83080556
4M2,AR,LOGAN,BOONEVILLE,BOONEVILLE MUNI,35.14952633,-93.86338956
M36,AR,MONROE,BRINKLEY,FRANK FEDERER MEMORIAL,34.88027778,-91.17644444
37T,AR,IZARD,CALICO ROCK,CALICO ROCK-IZARD COUNTY,36.16452778,-92.14447222
CDH,AR,OUACHITA,CAMDEN,HARRELL FIELD,33.62280556,-92.76338889
4M3,AR,LONOKE,CARLISLE,CARLISLE MUNI,34.80822222,-91.71211111
4M8,AR,MONROE,CLARENDON,CLARENDON MUNI,34.64658889,-91.39471667
H35,AR,JOHNSON,CLARKSVILLE,CLARKSVILLE MUNI,35.47069417,-93.427155
CCA,AR,VAN BUREN,CLINTON,CLINTON MUNI,35.59775,-92.45158333
2A2,AR,VAN BUREN,CLINTON,HOLLEY MOUNTAIN AIRPARK,35.65071903,-92.40381294
DRP,AR,ST FRANCIS,COLT,DELTA RGNL,35.12005556,-90.8265
CXW,AR,FAULKNER,CONWAY,CANTRELL FLD,35.01988889,-92.55511111
4M9,AR,CLAY,CORNING,CORNING MUNI,36.40423139,-90.64792639
CRT,AR,ASHLEY,CROSSETT,Z M JACK STELL FIELD,33.17833333,-91.88019444
32A,AR,YELL,DANVILLE,DANVILLE MUNI,35.08694444,-93.42752778
DEQ,AR,SEVIER,DE QUEEN,J LYNN HELMS SEVIER COUNTY,34.047,-94.39936111
5M1,AR,ARKANSAS,DE WITT,DE WITT MUNICIPAL AIRPORT WHITCOMB FIELD,34.26228306,-91.30748667
5M5,AR,BENTON,DECATUR,CRYSTAL LAKE,36.34361111,-94.44483333
4M5,AR,CHICOT,DERMOTT,DERMOTT MUNI,33.48795333,-91.44261139
0M0,AR,DESHA,DUMAS,BILLY FREE MUNI,33.88452778,-91.53427778
F43,AR,UNION,EL DORADO,EL DORADO DOWNTOWN-STEVENS FIELD,33.19125,-92.66322222
ELD,AR,UNION,EL DORADO,SOUTH ARKANSAS RGNL AT GOODWIN FIELD,33.22097222,-92.81327778
FYV,AR,WASHINGTON,FAYETTEVILLE,DRAKE FIELD,36.00508333,-94.17005556
XNA,AR,BENTON,FAYETTEVILLE/SPRINGDALE/,NORTHWEST ARKANSAS RGNL,36.28157939,-94.30776644
FLP,AR,MARION,FLIPPIN,MARION COUNTY RGNL,36.29088889,-92.59025
5M4,AR,DALLAS,FORDYCE,FORDYCE MUNI,33.84579222,-92.36552889
FCY,AR,ST FRANCIS,FORREST CITY,FORREST CITY MUNI,34.94199806,-90.77496611
FSM,AR,SEBASTIAN,FORT SMITH,FORT SMITH RGNL,35.33658333,-94.36744444
12A,AR,FAULKNER,GREENBRIER,ARKAVALLEY,35.17752961,-92.33506697
5M8,AR,CLARK,GURDON,GURDON LOWE FIELD,33.92377778,-93.16813889
0R6,AR,CALHOUN,HAMPTON,HAMPTON MUNI,33.52261111,-92.46027778
HRO,AR,BOONE,HARRISON,BOONE COUNTY,36.26152056,-93.15472889
6M0,AR,PRAIRIE,HAZEN,HAZEN MUNI,34.75921389,-91.63804583
HBZ,AR,CLEBURNE,HEBER SPRINGS,HEBER SPRINGS MUNI,35.51169389,-92.01300944
HEE,AR,PHILLIPS,HELENA/WEST HELENA,THOMPSON-ROBBINS,34.5765,-90.67588889
2A6,AR,MONROE,HOLLY GROVE,HOLLY GROVE MUNI,34.58244444,-91.16522222
M18,AR,HEMPSTEAD,HOPE,HOPE MUNI,33.71998114,-93.65890372
6M2,AR,IZARD,HORSESHOE BEND,HORSESHOE BEND,36.22136944,-91.75548333
HOT,AR,GARLAND,HOT SPRINGS,MEMORIAL FIELD,34.47802778,-93.09622222
H34,AR,MADISON,HUNTSVILLE,HUNTSVILLE MUNI,36.07805556,-93.75502778
JBR,AR,CRAIGHEAD,JONESBORO,JONESBORO MUNI,35.83172222,-90.64641667
M32,AR,CHICOT,LAKE VILLAGE,LAKE VILLAGE MUNI,33.34652778,-91.31555556
3M0,AR,BAXTER,LAKEVIEW,GASTONS,36.34905556,-92.55580556
LIT,AR,PULASKI,LITTLE ROCK,BILL AND HILLARY CLINTON NATIONAL/ADAMS FI,34.72944444,-92.22477778
AGO,AR,COLUMBIA,MAGNOLIA,MAGNOLIA MUNI,33.22747222,-93.217
M78,AR,HOT SPRING,MALVERN,MALVERN MUNI,34.33331583,-92.76149944
MXA,AR,MISSISSIPPI,MANILA,MANILA MUNI,35.89444444,-90.15458333
6M7,AR,LEE,MARIANNA,MARIANNA/LEE COUNTY-STEVE EDWARDS FIELD,34.78275,-90.80997222
6M8,AR,POINSETT,MARKED TREE,MARKED TREE MUNI,35.53309028,-90.40008889
4A5,AR,SEARCY,MARSHALL,SEARCY COUNTY,35.89869444,-92.65633333
7M0,AR,WOODRUFF,MC CRORY,MC CRORY/MORTON,35.22841667,-91.09316667
7M1,AR,DESHA,MC GEHEE,MC GEHEE MUNI,33.62022111,-91.36484056
42A,AR,IZARD,MELBOURNE,MELBOURNE MUNI - JOHN E MILLER FIELD,36.07097222,-91.83013889
MEZ,AR,POLK,MENA,MENA INTERMOUNTAIN MUNI,34.54538889,-94.20263889
LLQ,AR,DREW,MONTICELLO,MONTICELLO MUNI/ELLIS FIELD,33.63855556,-91.751
BDQ,AR,CONWAY,MORRILTON,MORRILTON MUNI,35.13619528,-92.71349722
MPJ,AR,CONWAY,MORRILTON,PETIT JEAN PARK,35.13883333,-92.90919444
7M3,AR,MONTGOMERY,MOUNT IDA,BEARCE,34.52908111,-93.52942417
BPK,AR,BAXTER,MOUNTAIN HOME,BAXTER COUNTY,36.36894194,-92.47052806
7M2,AR,STONE,MOUNTAIN VIEW,MOUNTAIN VIEW WILCOX MEMORIAL FIELD,35.86448028,-92.09033861
M77,AR,HOWARD,NASHVILLE,HOWARD COUNTY,33.99719444,-93.83808333
M19,AR,JACKSON,NEWPORT,NEWPORT MUNI,35.63772222,-91.17638889
ORK,AR,PULASKI,NORTH LITTLE ROCK,NORTH LITTLE ROCK MUNI,34.83313889,-92.25413889
7M4,AR,MISSISSIPPI,OSCEOLA,OSCEOLA MUNI,35.69114639,-90.01012028
7M5,AR,FRANKLIN,OZARK,OZARK-FRANKLIN COUNTY,35.51069583,-93.8393075
PGR,AR,GREENE,PARAGOULD,KIRK FIELD,36.06380556,-90.50919444
7M6,AR,LOGAN,PARIS /SUBIACO/,PARIS MUNI,35.29902222,-93.68167778
7M7,AR,CLAY,PIGGOTT,PIGGOTT MUNI,36.37820556,-90.16624167
PBF,AR,JEFFERSON,PINE BLUFF,GRIDER FIELD,34.17451306,-91.93560422
M70,AR,RANDOLPH,POCAHONTAS,POCAHONTAS MUNI,36.2455,-90.95522222
4F7,AR,NEVADA,PRESCOTT,KIZER FIELD,33.80388889,-93.36216667
7M8,AR,CLAY,RECTOR,RECTOR,36.25006306,-90.31954556
ROG,AR,BENTON,ROGERS,ROGERS EXECUTIVE - CARTER FIELD,36.37241667,-94.10697222
RUE,AR,POPE,RUSSELLVILLE,RUSSELLVILLE RGNL,35.25914667,-93.09326611
7M9,AR,FULTON,SALEM,SALEM,36.35590806,-91.83095472
SRC,AR,WHITE,SEARCY,SEARCY MUNI,35.21060972,-91.73753944
9M8,AR,GRANT,SHERIDAN,SHERIDAN MUNI,34.32752778,-92.35133333
99A,AR,JEFFERSON,SHERRILL,SMITH'S INTL,34.40622222,-91.95875
SLG,AR,BENTON,SILOAM SPRINGS,SMITH FIELD,36.19186111,-94.49
ASG,AR,WASHINGTON,SPRINGDALE,SPRINGDALE MUNI,36.17638889,-94.11925
55M,AR,LINCOLN,STAR CITY,STAR CITY MUNI,33.92641667,-91.86111111
4F8,AR,OUACHITA,STEPHENS,WILSON,33.44319444,-93.05430556
SGT,AR,PRAIRIE,STUTTGART,STUTTGART MUNI,34.59947853,-91.57500028
TXK,AR,MILLER,TEXARKANA,TEXARKANA RGNL-WEBB FIELD,33.45372222,-93.99102778
M27,AR,SCOTT,WALDRON,WALDRON MUNI,34.876,-94.10888889
ARG,AR,LAWRENCE,WALNUT RIDGE,WALNUT RIDGE RGNL,36.12466667,-90.92511111
3M9,AR,BRADLEY,WARREN,WARREN MUNI,33.56044333,-92.08538861
8M2,AR,POINSETT,WEINER,SALLY WOFFORD,35.59027222,-90.91367222
AWM,AR,CRITTENDEN,WEST MEMPHIS,WEST MEMPHIS MUNI,35.13505861,-90.23444639
M65,AR,CROSS,WYNNE,WYNNE MUNI,35.23160167,-90.76155111
P01,AZ,PIMA,AJO,ERIC MARCUS MUNI,32.45288889,-112.8614167
E51,AZ,YAVAPAI,BAGDAD,BAGDAD,34.59289444,-113.1719486
E95,AZ,COCHISE,BENSON,BENSON MUNI,31.99944444,-110.3579722
P04,AZ,COCHISE,BISBEE,BISBEE MUNI,31.36399028,-109.8831286
BXK,AZ,MARICOPA,BUCKEYE,BUCKEYE MUNI,33.42041667,-112.6861808
A09,AZ,MOHAVE,BULLHEAD CITY,EAGLE AIRPARK,34.88816667,-114.6166389
IFP,AZ,MOHAVE,BULLHEAD CITY,LAUGHLIN/BULLHEAD INTL,35.15597222,-114.5594444
A20,AZ,MOHAVE,BULLHEAD CITY,SUN VALLEY,35.00563889,-114.5650278
CGZ,AZ,PINAL,CASA GRANDE,CASA GRANDE MUNI,32.95488889,-111.7668333
CHD,AZ,MARICOPA,CHANDLER,CHANDLER MUNI,33.26911111,-111.8111111
P19,AZ,MARICOPA,CHANDLER,STELLAR AIRPARK,33.29887625,-111.9154368
E91,AZ,APACHE,CHINLE,CHINLE MUNI,36.10930556,-109.5754722
Z95,AZ,NAVAJO,CIBECUE,CIBECUE,34.00333333,-110.4441667
Z66,AZ,GREENLEE,CLIFTON,DOUBLE CIRCLE RANCH,33.34054722,-109.4944653
CFT,AZ,GREENLEE,CLIFTON/MORENCI,GREENLEE COUNTY,32.95703864,-109.2111623
AZC,AZ,MOHAVE,COLORADO CITY,COLORADO CITY MUNI,36.95994444,-113.0138889
P08,AZ,PINAL,COOLIDGE,COOLIDGE MUNI,32.93602333,-111.4264734
P52,AZ,YAVAPAI,COTTONWOOD,COTTONWOOD,34.73005556,-112.0351389
P03,AZ,COCHISE,DOUGLAS,COCHISE COLLEGE,31.37131389,-109.6899528
DGL,AZ,COCHISE,DOUGLAS,DOUGLAS MUNI,31.34260278,-109.5064544
DUG,AZ,COCHISE,DOUGLAS BISBEE,BISBEE DOUGLAS INTL,31.46894444,-109.60375
E60,AZ,PINAL,ELOY,ELOY MUNI,32.80672181,-111.5866263
FLG,AZ,COCONINO,FLAGSTAFF,FLAGSTAFF PULLIAM,35.14030556,-111.66925
E63,AZ,MARICOPA,GILA BEND,GILA BEND MUNI,32.96016944,-112.6736375
GEU,AZ,MARICOPA,GLENDALE,GLENDALE MUNI,33.52691667,-112.2951389
P13,AZ,GILA,GLOBE,SAN CARLOS APACHE,33.35313889,-110.6673611
GYR,AZ,MARICOPA,GOODYEAR,PHOENIX GOODYEAR,33.42327778,-112.3753611
GCN,AZ,COCONINO,GRAND CANYON,GRAND CANYON NATIONAL PARK,35.95236111,-112.1469722
40G,AZ,COCONINO,GRAND CANYON,VALLE,35.65064583,-112.1480542
P14,AZ,NAVAJO,HOLBROOK,HOLBROOK MUNI,34.94072222,-110.1385
0V7,AZ,NAVAJO,KAYENTA,KAYENTA,36.71644444,-110.2284444
E67,AZ,PINAL,KEARNY,KEARNY,33.04719444,-110.9090556
IGM,AZ,MOHAVE,KINGMAN,KINGMAN,35.25947222,-113.9380556
HII,AZ,MOHAVE,LAKE HAVASU CITY,LAKE HAVASU CITY,34.57111111,-114.3582778
AVQ,AZ,PIMA,MARANA,MARANA RGNL,32.40955556,-111.2183889
MZJ,AZ,PINAL,MARANA,PINAL AIRPARK,32.50983333,-111.3253333
L41,AZ,COCONINO,MARBLE CANYON,MARBLE CANYON,36.81080556,-111.6444444
A39,AZ,PINAL,MARICOPA,AK-CHIN RGNL,32.99054861,-111.9189014
L25,AZ,MOHAVE,MEADVIEW,PEARCE FERRY,36.09322222,-114.0467222
FFZ,AZ,MARICOPA,MESA,FALCON FLD,33.46083333,-111.7283333
OLS,AZ,SANTA CRUZ,NOGALES,NOGALES INTL,31.41772222,-110.8478889
PGA,AZ,COCONINO,PAGE,PAGE MUNI,36.92608333,-111.4483611
P20,AZ,LA PAZ,PARKER,AVI SUQUILLA,34.14983333,-114.2678333
PAN,AZ,GILA,PAYSON,PAYSON,34.25683639,-111.3392558
L37,AZ,COCONINO,PEACH SPRINGS,GRAND CANYON CAVERNS,35.52723472,-113.2475028
1G4,AZ,MOHAVE,PEACH SPRINGS,GRAND CANYON WEST,35.98611111,-113.8169167
P48,AZ,MARICOPA,PEORIA,PLEASANT VALLEY,33.80059111,-112.2507153
DVT,AZ,MARICOPA,PHOENIX,PHOENIX DEER VALLEY,33.68830556,-112.0825556
PHX,AZ,MARICOPA,PHOENIX,PHOENIX SKY HARBOR INTL,33.43427778,-112.0115833
IWA,AZ,MARICOPA,PHOENIX,PHOENIX-MESA GATEWAY,33.30783333,-111.6554722
E37,AZ,GRAHAM,PIMA,FLYING J RANCH,32.84784333,-109.8817481
P10,AZ,NAVAJO,POLACCA,POLACCA,35.79161111,-110.4233889
PRC,AZ,YAVAPAI,PRESCOTT,ERNEST A LOVE FIELD,34.65483333,-112.4192222
SAD,AZ,GRAHAM,SAFFORD,SAFFORD RGNL,32.85333333,-109.6350833
44A,AZ,YUMA,SAN LUIS,ROLLE AIRFIELD,32.51630556,-114.6983889
E77,AZ,PINAL,SAN MANUEL,SAN MANUEL,32.63644028,-110.6472877
SDL,AZ,MARICOPA,SCOTTSDALE,SCOTTSDALE,33.62288889,-111.9105278
SEZ,AZ,YAVAPAI,SEDONA,SEDONA,34.84858333,-111.7884444
P23,AZ,YAVAPAI,SELIGMAN,SELIGMAN,35.335075,-112.8864972
E78,AZ,PIMA,SELLS,SELLS,31.93258333,-111.89425
SOW,AZ,NAVAJO,SHOW LOW,SHOW LOW RGNL,34.26547222,-110.0056667
JTC,AZ,APACHE,SPRINGERVILLE,SPRINGERVILLE MUNI,34.12941667,-109.3108611
SJN,AZ,APACHE,ST JOHNS,ST JOHNS INDUSTRIAL AIR PARK,34.51855556,-109.37875
E81,AZ,PINAL,SUPERIOR,SUPERIOR MUNI,33.27783389,-111.127065
TYL,AZ,NAVAJO,TAYLOR,TAYLOR,34.45272222,-110.1150278
U30,AZ,MOHAVE,TEMPLE BAR,TEMPLE BAR,36.02044444,-114.3349167
P29,AZ,COCHISE,TOMBSTONE,TOMBSTONE MUNI,31.67130556,-110.0215278
T03,AZ,COCONINO,TUBA CITY,TUBA CITY,36.09263889,-111.3830833
RYN,AZ,PIMA,TUCSON,RYAN FIELD,32.14222222,-111.1745833
TUS,AZ,PIMA,TUCSON,TUCSON INTL,32.11608333,-110.9410278
E24,AZ,NAVAJO,WHITERIVER,WHITERIVER,33.81060833,-109.9857436
1Z1,AZ,MOHAVE,WHITMORE,GRAND CANYON BAR TEN AIRSTRIP,36.2565,-113.2308889
E25,AZ,MARICOPA,WICKENBURG,WICKENBURG MUNI,33.97062933,-112.7950898
P33,AZ,COCHISE,WILLCOX,COCHISE COUNTY,32.24541667,-109.8946389
CMR,AZ,COCONINO,WILLIAMS,H A CLARK MEMORIAL FIELD,35.3055,-112.1943611
RQE,AZ,APACHE,WINDOW ROCK,WINDOW ROCK,35.65205556,-109.0673889
INW,AZ,NAVAJO,WINSLOW,WINSLOW-LINDBERGH RGNL,35.02169444,-110.7229167
A26,CA,MODOC,ADIN,ADIN,41.1865,-120.9543889
L54,CA,SAN DIEGO,AGUA CALIENTE SPRINGS,AGUA CALIENTE SPRINGS,32.95569444,-116.2947222
L70,CA,LOS ANGELES,AGUA DULCE,AGUA DULCE,34.50256944,-118.3146444
AAT,CA,MODOC,ALTURAS,ALTURAS MUNI,41.48297222,-120.5653889
A24,CA,MODOC,ALTURAS,CALIFORNIA PINES,41.41219444,-120.6840556
2O3,CA,NAPA,ANGWIN,ANGWIN-PARRETT FIELD,38.58002778,-122.4354722
APV,CA,SAN BERNARDINO,APPLE VALLEY,APPLE VALLEY,34.57533333,-117.1861944
ACV,CA,HUMBOLDT,ARCATA/EUREKA,ARCATA,40.97783333,-124.1084722
MER,CA,MERCED,ATWATER,CASTLE,37.38047222,-120.5681944
AUN,CA,PLACER,AUBURN,AUBURN MUNI,38.95480556,-121.0817222
AVX,CA,LOS ANGELES,AVALON,CATALINA,33.40499722,-118.4157694
0O2,CA,SAN BERNARDINO,BAKER,BAKER,35.28627778,-116.0813611
L45,CA,KERN,BAKERSFIELD,BAKERSFIELD MUNI,35.32486111,-118.9960278
BFL,CA,KERN,BAKERSFIELD,MEADOWS FIELD,35.43386111,-119.0576667
BNG,CA,RIVERSIDE,BANNING,BANNING MUNI,33.92255556,-116.8509722
O02,CA,PLUMAS,BECKWOURTH,NERVINO,39.81852778,-120.3528056
O55,CA,LASSEN,BIEBER,SOUTHARD FIELD,41.13954028,-121.12405
L35,CA,SAN BERNARDINO,BIG BEAR CITY,BIG BEAR CITY,34.26377778,-116.8560278
BIH,CA,INYO,BISHOP,BISHOP,37.37311111,-118.3636111
BLH,CA,RIVERSIDE,BLYTHE,BLYTHE,33.61916667,-114.7168889
D83,CA,MENDOCINO,BOONVILLE,BOONVILLE,39.01395281,-123.3815533
L08,CA,SAN DIEGO,BORREGO SPRINGS,BORREGO VALLEY,33.25902778,-116.3209722
BWC,CA,IMPERIAL,BRAWLEY,BRAWLEY MUNI,32.99294444,-115.5168889
O57,CA,MONO,BRIDGEPORT,BRYANT FIELD,38.26465364,-119.2227311
BUR,CA,LOS ANGELES,BURBANK,BOB HOPE,34.20069444,-118.3586667
L62,CA,KERN,BUTTONWILLOW,ELK HILLS-BUTTONWILLOW,35.35344444,-119.4797222
C83,CA,CONTRA COSTA,BYRON,BYRON,37.82844444,-121.6258333
CXL,CA,IMPERIAL,CALEXICO,CALEXICO INTL,32.66744444,-115.5175833
L71,CA,KERN,CALIFORNIA CITY,CALIFORNIA CITY MUNI,35.15125,-118.0166667
CLR,CA,IMPERIAL,CALIPATRIA,CLIFF HATFIELD MEMORIAL,33.13133333,-115.5213889
